FECHA_CORTE,UBIGEO, CUNAMAS - Cuidado Diurno , CUNAMAS - Acompa?miento de Familias , JUNTOS - Hogares afiliados , JUNTOS - Hogares abonados ,FONCODES - N? usuarios estimados,FONCODES - N? proy. Culminados,FONCODES - N? proy. en ejecucion ,FONCODES - N? Hog. Haku Winay -proyectos en ejecucion,FONCODES - N? Hog. Haku Winay -proyectos culminados, PENSION 65 - Usuarios , QALI WARMA - N? de Ni?s y ni?s atendidos , QALI WARMA - N? de IIEE  , CONTIGO - Usuarios , PAIS - N? de Tambos prestando servicios  , PAIS - N? de Atenciones realizadas a trav? de los Tambos  , PAIS - N? de Beneficiarios atendidos a traves de los Tambos  
20240831,40502,,,12,11,,,,,,92,109,3,4,,,
20240831,40503,,,17,16,,,,,,140,320,7,2,,,
20240831,40504,0,5,50,47,,,,,,154,178,8,9,1,492,227
20240831,40505,0,81,169,159,,,,,,151,759,19,10,1,536,300
20240831,40506,16,0,17,12,,,,0,260,90,222,5,2,,,
20240831,40507,,,36,36,,,,,,86,73,3,5,,,
20240831,40508,,,17,15,"1,639",,2,400,0,149,125,6,6,,,
20240831,40509,12,0,10,10,,,,0,140,78,43,2,1,,,
20240831,40510,16,2,28,27,,,,,,139,110,2,4,,,
20240831,40511,,,39,36,,,,,,147,94,7,3,1,415,239
20240831,40512,,,1,1,,,,,,128,62,2,3,,,
20240831,40513,,,5,5,,,,,,88,57,2,8,,,
20240831,40514,,,45,41,,,,,,85,125,7,3,1,826,283
20240831,40515,0,12,40,39,,,,,,72,92,4,1,,,
20240831,40516,,,29,29,,,,,,71,72,9,2,1,369,100
20240831,40517,,,90,83,,,,,,173,130,12,1,2,932,490
20240831,40518,12,1,11,11,,,,,,76,78,2,1,,,
20240831,40519,12,0,24,23,,,,,,214,391,7,4,1,1351,380
20240831,40520,303,384,1081,888,,,,,,796,"11,856",91,287,,,
20240831,40601,0,41,75,65,,,,,,290,565,15,20,,,
20240831,40602,,,4,4,,,,,,75,45,5,1,1,320,212
20240831,40603,,,197,185,,,,0,400,182,430,18,17,2,"1,441",526
20240831,40604,,,26,26,,,,,,136,62,6,1,,,
20240831,40605,,,8,8,,,,,,75,70,5,4,,,
20240831,40606,,,9,9,,,,,,89,867,11,,,,
20240831,40607,,,7,4,,,,,,117,53,6,,,,
20240831,40608,0,94,54,42,,,,,,271,910,16,,,,
20240831,40701,32,0,99,83,,,,,,200,"1,887",19,95,,,
20240831,40702,100,0,84,81,,,,,,191,"1,202",23,53,,,
20240831,40703,104,0,49,46,,,,,,122,756,11,23,,,
20240831,40704,44,0,91,78,,,,,,70,736,8,29,,,
20240831,40705,,,1,1,,,,,,27,176,2,1,,,
20240831,40706,80,0,89,84,,,,,,223,831,10,56,,,
20240831,40801,0,57,47,42,,,,,,190,967,12,3,,,
20240831,40802,0,11,150,144,"1,640",,2,400,370,201,421,11,9,,,
20240831,40803,,,61,57,,,,,,89,104,5,1,,,
20240831,40804,0,18,138,134,,,,0,411,100,299,17,2,,,
20240831,40805,0,8,101,93,,,,0,382,143,210,20,3,,,
20240831,40806,0,20,232,216,,,,0,397,200,453,22,2,,,
20240831,40807,,,12,8,,,,,,58,10,3,3,,,
20240831,40808,0,9,24,24,,,,,,47,40,6,2,,,
20240831,40809,0,10,28,26,,,,,,42,55,2,2,,,
20240831,40810,,,12,12,,,,,,59,264,5,3,,,
20240831,40811,,,31,30,,,,,,106,46,9,2,,,
20240831,50101,835,352,965,872,,,,,,"1,569","15,359",85,249,1,1142,698
20240831,50102,0,395,674,660,0,2,,0,800,727,"1,663",46,95,1,820,695
20240831,50103,45,188,487,472,0,1,,0,600,418,"1,050",25,62,1,"1,108",573
20240831,50104,164,29,450,424,,,,,,925,"3,942",31,175,,,
20240831,50105,0,225,555,552,0,2,,0,400,556,909,37,75,1,1252,870
20240831,50106,0,162,545,538,"1,640",,2,400,0,680,"1,130",39,106,1,759,416
20240831,50107,0,118,233,234,,,,,,231,704,10,36,,,
20240831,50108,28,133,370,372,,,,0,400,604,"1,033",29,82,,,
20240831,50109,0,52,159,157,,,,0,412,275,308,22,18,,,
20240831,50110,200,50,677,615,,,,,,862,"5,891",38,218,,,
20240831,50111,0,32,46,46,"1,640",,2,400,0,216,158,10,18,1,926,530
20240831,50112,56,121,487,479,"1,640",,2,400,541,833,944,43,88,1,741,275
20240831,50113,0,291,438,425,0,1,,0,700,493,"1,270",35,64,,,
20240831,50114,54,458,"1,420","1,383","1,968",,2,480,523,"1,332","2,609",103,134,3,"3,601","1,668"
20240831,50115,116,117,402,364,,,,,,429,"2,104",16,79,,,
20240831,50116,56,467,291,261,,,,,,443,"3,014",17,123,,,
20240831,50201,60,73,441,437,,,,,,778,"1,207",39,100,,,
20240831,50202,56,107,728,715,,,,0,"1,188",784,"1,258",38,121,1,1285,792
20240831,50203,56,236,809,801,"1,640",,2,400,0,910,"2,113",45,130,2,"2,019",1228
20240831,50204,0,114,265,262,"1,640",,2,400,0,259,377,15,52,,,
20240831,50205,0,198,427,421,"1,640",,2,400,0,499,906,37,64,3,"2,247","1,462"
20240831,50206,0,84,283,283,,,,0,400,418,571,20,42,1,804,605
20240831,50301,51,0,157,159,,,,,,276,531,6,55,,,
20240831,50302,0,52,130,128,,,,0,400,226,203,12,44,1,1646,831
20240831,50303,0,60,99,98,,,,,,221,157,10,39,1,763,505
20240831,50304,0,94,197,195,,,,0,400,251,312,19,39,1,547,467
20240831,50401,241,668,"1,815","1,705",0,2,,0,400,"2,422","7,875",80,320,,,
20240831,50402,0,50,151,148,,,,0,400,184,265,11,27,,,
20240831,50403,64,38,329,324,,,,0,400,559,782,21,71,1,"1,696",1178
20240831,50404,0,115,290,286,0,2,,0,400,362,405,15,46,,,
20240831,50405,0,311,485,466,0,2,,0,800,702,"1,062",29,89,,,
20240831,50406,0,163,413,407,,,,0,412,316,849,37,49,1,781,711
20240831,50407,60,380,689,677,,,,0,723,558,"2,648",79,30,,,
20240831,50408,80,310,606,576,,,,0,400,389,"2,743",60,80,,,
20240831,50409,0,176,235,231,,,,,,134,"1,407",23,28,,,
20240831,50410,0,88,408,396,0,2,,0,800,322,830,42,40,2,"2,132",759
20240831,50411,0,143,334,320,,,,0,400,216,595,35,39,1,557,383
20240831,50412,0,88,300,296,,,,0,400,173,561,14,46,,,
20240831,50413,,,24,23,,,,,,47,31,4,9,,,
20240831,50501,0,343,626,616,,,,0,370,687,"2,318",52,108,1,1614,491
20240831,50502,0,320,507,493,,,,0,328,508,"1,405",66,73,1,517,311
20240831,50503,60,180,498,483,,,,0,400,438,"2,842",42,34,,,
20240831,50504,0,58,152,149,,,,,,252,375,16,35,,,
20240831,50505,0,223,496,485,"1,640",,2,400,800,319,"1,027",47,105,,,
20240831,50506,0,54,150,150,,,,,,166,245,12,32,,,
20240831,50507,108,280,566,544,,,,0,400,600,"2,939",52,166,,,
20240831,50508,92,324,904,884,,,,0,200,"1,118","3,148",64,135,,,
20240831,50509,52,218,553,544,,,,,,449,"2,112",34,188,1,3422,985
20240831,50510,0,259,443,436,0,2,,0,400,248,"1,147",35,39,,,
20240831,50511,0,49,147,144,,,,,,109,226,20,11,,,
20240831,50512,0,44,152,156,,,,,,141,736,20,9,,,
20240831,50513,0,71,165,161,,,,,,116,554,14,47,,,
20240831,50514,0,37,146,144,,,,,,180,466,13,24,,,
20240831,50515,0,46,122,121,,,,,,150,423,12,16,,,
20240831,50601,220,169,542,533,,,,0,442,870,"3,471",34,70,,,
20240831,50602,0,51,116,117,,,,0,880,422,237,17,33,1,11,11
20240831,50603,0,27,47,48,,,,0,358,128,228,5,19,,,
20240831,50604,0,41,60,58,,,,,,164,266,5,10,,,
20240831,50605,0,100,136,135,,,,,,219,499,17,10,,,
20240831,50606,0,64,178,170,72,1,,0,410,378,557,32,29,1,483,346
20240831,50607,0,16,86,85,,,,0,401,174,190,21,6,,,
20240831,50608,0,30,92,86,,,,,,203,198,19,3,,,
20240831,50609,,,21,21,,,,0,398,164,112,13,8,,,
20240831,50610,0,6,54,52,,,,,,108,134,17,,,,
20240831,50611,0,66,189,186,"1,640",,2,400,0,272,631,24,25,2,508,295
20240831,50612,0,80,150,145,,,,0,685,348,295,29,11,,,
20240831,50613,0,52,122,120,,,,0,680,214,253,23,31,,,
20240831,50614,,,8,8,,,,,,37,71,5,7,,,
20240831,50615,0,56,137,133,,,,0,430,221,388,16,10,1,683,148
20240831,50616,0,10,35,35,,,,,,48,81,7,6,,,
20240831,50617,0,32,260,258,,,,0,660,428,358,23,34,,,
20240831,50618,,,57,55,,,,0,400,150,122,16,6,1,1125,168
20240831,50619,0,140,194,191,,,,0,590,303,879,29,45,,,
20240831,50620,0,19,32,32,,,,,,91,66,2,3,,,
20240831,50621,,,40,36,,,,,,119,260,9,6,,,
20240831,50701,80,234,664,640,0,2,,0,800,835,"3,082",67,114,1,543,267
20240831,50702,0,58,112,108,,,,0,409,290,369,17,42,1,"1,192",194
20240831,50703,,,48,48,,,,0,427,87,130,16,10,,,
20240831,50704,0,10,43,42,,,,0,400,116,60,7,10,1,627,181
20240831,50705,0,303,200,193,,,,0,603,207,"1,552",27,10,,,
20240831,50706,0,48,88,86,,,,0,407,217,537,25,24,,,
20240831,50707,0,120,18,18,,,,,,49,82,9,7,,,
20240831,50708,0,18,115,109,,,,0,403,170,214,25,24,1,292,99
20240831,50801,0,33,135,132,,,,0,200,302,808,21,29,,,
20240831,50802,0,12,36,36,,,,0,190,71,59,7,7,,,
20240831,50803,0,10,41,41,,,,,,65,58,5,7,1,336,235
20240831,50804,,,134,133,,,,0,635,221,453,18,26,,,
20240831,50805,0,14,20,19,,,,,,100,91,6,2,1,399,311
20240831,50806,0,51,108,108,820,,2,400,200,105,227,9,9,1,379,219
20240831,50807,,,25,24,,,,,,77,54,4,7,1,847,225
20240831,50808,0,10,14,14,,,,,,64,56,6,6,,,
20240831,50809,0,10,11,11,,,,,,25,34,2,1,,,
20240831,50810,,,21,20,,,,0,176,68,57,5,10,,,
20240831,50901,0,79,131,129,,,,,,217,663,18,25,,,
20240831,50902,0,6,13,13,,,,,,39,27,2,14,,,
20240831,50903,0,16,41,40,984,,2,400,0,51,76,11,19,1,954,504
20240831,50904,0,39,46,45,,,,,,75,131,9,24,,,
20240831,50905,,,16,16,,,,,,47,50,6,12,1,130,49
20240831,50906,0,21,83,81,"1,640",,2,400,0,161,150,14,16,,,
20240831,50907,0,9,47,45,,,,,,113,75,4,12,,,
20240831,50908,0,38,74,71,,,,,,102,175,8,17,1,932,262
20240831,50909,0,31,117,114,,,,0,400,137,129,12,25,1,250,145
20240831,50910,0,23,46,45,"1,640",,2,400,0,123,85,8,7,1,1087,764
20240831,50911,0,34,79,76,,,,,,93,240,8,16,,,
20240831,51001,48,0,77,77,,,,,,222,419,8,34,,,
20240831,51002,0,25,105,101,"1,640",,2,400,0,305,164,11,38,,,
20240831,51003,0,10,33,33,"1,312",,2,320,0,102,97,9,10,,,
20240831,51004,,,13,13,,,,,,108,25,5,6,,,
20240831,51005,0,135,136,135,,,,,,266,568,14,47,1,539,428
20240831,51006,,,48,47,,,,0,220,198,87,9,48,,,
20240831,51007,0,32,79,79,,,,,,198,122,7,25,,,
20240831,51008,0,28,94,94,"1,640",,2,400,0,141,186,8,20,,,
20240831,51009,20,6,101,102,,,,,,239,186,6,45,,,
20240831,51010,49,0,152,153,,,,0,480,309,426,9,29,,,
20240831,51011,29,43,288,285,,,,0,400,330,548,15,36,,,
20240831,51012,0,74,250,242,,,,0,400,328,383,19,43,,,
20240831,51101,90,139,564,556,,,,0,800,737,"1,516",40,133,,,
20240831,51102,0,16,104,99,"1,640",,2,400,0,226,130,8,27,1,"1,250",629
20240831,51103,0,15,54,54,,,,,,146,117,7,8,,,
20240831,51104,0,55,233,228,"1,640",,2,400,0,284,302,18,48,,,
20240831,51105,0,62,163,159,,,,,,285,226,20,25,,,
20240831,51106,0,20,82,79,,,,,,250,105,11,29,1,668,389
20240831,51107,0,37,92,88,"1,640",,2,400,0,206,218,13,23,,,
20240831,51108,0,173,327,317,"1,640",,2,400,0,379,705,34,56,1,854,350
20240831,60101,598,1068,"2,376","2,212",,,,0,400,"4,767","20,697",244,465,,,
20240831,60102,0,329,768,761,"1,771",,2,432,0,761,"1,544",53,42,1,826,567
20240831,60103,0,160,360,356,,,,0,416,351,788,30,19,1,944,499
20240831,60104,0,90,659,648,"1,640",,2,400,0,535,"1,729",70,69,,,
20240831,60105,0,617,"2,125","2,101","1,640",2,2,400,400,"1,825","3,994",159,151,,,
20240831,60106,0,630,"1,241","1,223",,,,0,372,"1,111","2,842",80,65,1,439,200
20240831,60107,0,245,512,498,0,2,,0,400,328,"1,027",16,44,,,
20240831,60108,219,617,"2,316","2,241",,,,0,386,"1,789","6,852",110,220,,,
20240831,60109,0,174,756,736,,,,,,840,"1,177",48,80,,,
20240831,60110,0,120,412,402,"1,640",,2,400,0,374,558,17,34,,,
20240831,60111,88,491,"1,008",993,,,,0,"1,274",700,"2,259",65,54,1,"2,188",663
20240831,60112,0,141,456,447,"1,640",,2,400,0,353,764,40,35,,,
20240831,60201,100,422,"1,836","1,832",0,2,,0,400,"1,606","8,924",90,178,,,
20240831,60202,0,880,"1,737","1,715","2,399",,2,585,"1,188","1,372","7,128",176,104,1,325,193
20240831,60203,0,564,"1,172","1,154",0,2,,0,979,"1,034","3,082",64,86,,,
20240831,60204,0,361,662,641,,,,0,451,643,"2,191",61,63,1,438,170
20240831,60301,0,448,"1,785","1,735",0,2,,0,400,"1,360","5,780",69,247,,,
20240831,60302,0,111,311,308,,,,0,400,223,475,30,55,,,
20240831,60303,0,321,948,939,"1,640",,2,400,386,451,"1,541",77,116,1,515,135
20240831,60304,0,391,"1,389","1,354",,,,0,400,998,"1,730",111,109,1,862,147
20240831,60305,0,9,39,37,984,,2,380,0,83,56,4,3,,,
20240831,60306,0,180,243,239,,,,,,208,469,14,20,,,
20240831,60307,0,210,568,557,0,2,,0,400,266,655,42,32,,,
20240831,60308,0,345,820,808,"3,280",,4,800,0,548,"1,323",42,113,,,
20240831,60309,0,294,916,898,,,,0,400,993,"1,380",56,188,,,
20240831,60310,0,179,378,370,0,2,,0,400,295,"1,087",44,41,,,
20240831,60311,0,30,123,118,820,,2,400,0,101,149,11,15,,,
20240831,60312,0,247,830,797,,,,0,463,612,"1,306",53,79,,,
20240831,60401,0,537,"3,208","3,155","1,558",,2,380,847,"2,925","7,829",136,566,1,256,134
20240831,60402,0,97,380,377,,,,0,500,347,713,22,75,,,
20240831,60403,,,562,546,,,,,,349,522,32,62,,,
20240831,60404,0,138,461,457,,,,0,368,500,717,24,65,,,
20240831,60405,,,260,256,0,2,,0,370,245,415,21,26,,,
20240831,60406,0,99,259,257,,,,0,334,213,571,33,32,,,
20240831,60407,0,110,642,627,,,,0,410,682,"1,129",45,85,,,
20240831,60408,0,167,580,575,0,2,,0,380,416,977,29,77,,,
20240831,60409,0,195,923,905,,,,0,444,"1,092","1,653",62,149,,,
20240831,60410,0,301,"1,287","1,278",,,,0,540,"1,439","2,040",50,243,1,475,258
20240831,60411,0,253,806,791,,,,,,769,"1,193",58,58,,,
20240831,60412,0,60,394,391,,,,0,377,415,480,42,42,1,50,30
20240831,60413,0,197,556,542,,,,0,506,432,"1,113",37,92,,,
20240831,60414,,,141,139,,,,,,119,220,16,35,,,
20240831,60415,0,202,941,915,"1,640",,2,400,0,965,"1,824",62,273,,,
20240831,60416,0,10,92,92,,,,,,175,128,14,6,,,
20240831,60417,0,424,"1,625","1,589",0,2,,0,736,"1,360","2,088",101,153,,,
20240831,60418,0,27,92,91,,,,,,157,91,8,4,,,
20240831,60419,0,237,"1,247","1,237",,,,0,"1,329",882,"2,114",62,152,1,202,140
20240831,60501,0,86,558,549,,,,0,406,733,"1,746",68,118,,,
20240831,60502,0,19,176,173,,,,,,286,676,10,60,,,
20240831,60503,,,136,132,,,,,,224,194,14,19,,,
20240831,60504,0,117,245,240,,,,,,261,424,32,71,,,
20240831,60505,0,88,331,318,,,,,,261,550,30,62,,,
20240831,60506,,,94,91,,,,0,350,87,146,14,20,,,
20240831,60507,0,17,215,213,,,,,,232,334,17,23,,,
20240831,60508,0,133,441,436,,,,,,471,"1,334",35,43,,,
20240831,60601,0,"1,571","5,693","5,598",,,,0,"1,600","4,300","5,835",240,585,,,
20240831,60602,0,418,"1,228","1,209",,,,0,442,757,"1,955",94,363,,,
20240831,60603,0,63,335,328,"1,640",,2,400,0,320,468,32,193,,,
20240831,60604,0,108,369,365,0,2,,0,400,185,384,26,64,1,597,414
20240831,60605,0,140,410,400,,,,0,409,330,838,30,46,,,
20240831,60606,0,237,645,632,,,,,,455,"1,093",63,216,,,
20240831,60607,0,396,"1,800","1,771",,,,0,489,"1,409","2,605",120,468,2,"1,273",497
20240831,60608,0,135,617,607,,,,0,376,488,855,28,90,,,
20240831,60609,0,127,260,257,,,,,,136,618,19,19,,,
20240831,60610,0,100,333,327,,,,,,305,517,26,79,1,248,113
20240831,60611,0,100,353,351,,,,0,400,226,444,30,88,,,
20240831,60612,0,163,519,516,,,,0,405,487,"1,032",45,111,,,
20240831,60613,0,207,931,916,,,,0,404,771,"1,179",54,197,,,
20240831,60614,0,263,"1,006",992,,,,0,484,831,959,62,128,,,
20240831,60615,0,40,137,135,,,,,,166,181,14,41,,,
20240831,60701,252,"1,751","6,087","5,962","1,640",4,2,400,1640,"4,763","12,254",329,341,,,
20240831,60702,0,73,277,272,,,,,,307,546,21,28,,,
20240831,60703,0,435,"1,222","1,211",,,,0,395,"1,080","2,606",83,89,,,
20240831,60801,420,1560,1235,1078,,,,,,"2,184","17,721",203,591,,,
20240831,60802,104,398,"1,799","1,751",,,,,,"1,425","2,996",77,254,,,
20240831,60803,0,627,"1,267","1,237",0,2,,0,400,774,"2,480",86,268,,,
20240831,60804,0,390,"1,182","1,173",0,2,,0,400,817,"2,095",99,271,,,
20240831,60805,0,535,"1,194","1,171",,,,0,446,550,"1,584",54,293,,,
20240831,60806,0,147,547,541,,,,,,329,"1,003",32,89,,,
20240831,60807,0,453,946,934,"1,640",2,2,400,400,583,"2,059",70,209,,,
20240831,60808,0,198,553,546,,,,,,496,"1,744",36,153,,,
20240831,60809,0,387,900,888,0,2,,0,800,536,"1,622",71,201,,,
20240831,60810,0,217,458,453,"1,640",,2,400,0,505,"1,262",49,109,,,
20240831,60811,0,360,995,971,,,,,,524,"1,642",74,117,,,
20240831,60812,0,394,"1,344","1,321",0,2,,0,400,833,"2,153",81,137,,,
20240831,60901,100,1119,"3,134","3,043",,,,0,800,"1,590","8,171",175,470,,,
20240831,60902,0,764,"1,789","1,758",,,,0,800,781,"4,155",98,239,,,
20240831,60903,0,587,"2,402","2,374",,,,0,431,"1,387","3,960",136,378,,,
20240831,60904,0,"1,104","2,294","2,260","1,640",,2,400,0,"1,178","4,683",131,370,1,678,171
20240831,60905,0,557,"1,301","1,287",,,,0,384,552,"2,305",76,240,,,
20240831,60906,0,747,"2,018","1,989",,,,0,443,1038,"4,359",149,318,,,
20240831,60907,0,"1,093","2,710","2,670",,,,0,400,"1,151","4,650",137,428,,,
20240831,61001,120,443,"1,462","1,435",,,,,,"1,646","3,695",90,212,,,
20240831,61002,0,167,327,321,,,,,,320,685,21,40,,,
20240831,61003,0,161,182,176,,,,,,237,791,14,37,,,
20240831,61004,0,131,583,578,,,,,,624,846,49,110,,,
20240831,61005,0,37,136,135,,,,,,173,485,16,30,,,
20240831,61006,0,171,387,384,,,,0,410,456,613,23,65,,,
20240831,61007,0,611,"1,427","1,385",,,,0,912,740,"3,383",117,109,1,2568,710
20240831,61101,0,261,"1,276","1,267",,,,,,"1,659","2,329",69,223,,,
20240831,61102,0,68,123,121,,,,,,238,169,10,13,,,
20240831,61103,0,162,430,427,"1,640",,2,400,0,457,521,40,74,1,475,236
20240831,61104,0,110,315,303,,,,,,190,559,40,42,,,
20240831,61105,0,119,147,148,"1,640",,2,400,0,215,479,26,20,,,
20240831,61106,0,68,206,205,,,,0,447,368,283,16,49,,,
20240831,61107,0,132,417,415,,,,0,401,483,591,33,103,,,
20240831,61108,0,68,144,143,,,,,,196,176,9,17,,,
20240831,61109,0,100,303,296,0,2,,0,400,548,674,43,42,,,
20240831,61110,0,69,225,222,,,,,,333,323,31,21,,,
20240831,61111,0,110,362,360,"1,640",,2,400,0,357,505,29,56,,,
20240831,61112,0,104,281,279,,,,,,275,589,23,82,,,
20240831,61113,0,83,311,308,,,,,,321,540,21,30,,,
20240831,61201,0,387,"1,108","1,093","1,845",,2,450,0,"1,116","2,787",83,69,,,
20240831,61202,0,121,511,510,"1,640",,2,400,0,396,679,34,48,,,
20240831,61203,0,22,128,127,,,,,,167,175,14,15,,,
20240831,61204,0,110,414,406,"1,640",,2,400,0,301,566,34,22,,,
20240831,61301,0,200,673,661,,,,,,873,"2,391",51,136,,,
20240831,61302,0,23,140,138,,,,,,217,307,12,60,,,
20240831,61303,0,292,878,869,"1,722",,2,420,0,662,"2,187",97,154,,,
20240831,61304,0,80,329,329,0,2,,0,807,468,600,34,49,,,
20240831,61305,0,65,229,229,"1,640",,2,400,0,405,260,20,81,1,567,413
20240831,61306,0,80,195,193,,,,,,237,508,22,91,,,
20240831,61307,0,63,382,385,,,,,,469,721,44,76,,,
20240831,61308,0,40,141,140,,,,0,400,210,191,12,37,,,
20240831,61309,,,16,14,,,,,,57,45,3,4,,,
20240831,61310,0,25,126,125,,,,,,199,166,13,44,,,
20240831,61311,0,108,288,283,,,,,,299,496,22,90,,,
20240831,70101,68,0,"1,358",1046,,,,,,"2,782","39,055",130,"1,157",,,
20240831,70102,,,34,27,,,,,,166,"4,410",13,103,,,
20240831,70103,,,95,85,,,,,,327,"3,818",11,115,,,
20240831,70104,,,15,12,,,,,,236,"2,753",12,144,,,
20240831,70105,,,,,,,,,,11,317,2,,,,
20240831,70106,638,0,"2,549","2,076",,,,,,"3,034","42,354",164,"1,004",,,
20240831,70107,52,0,498,416,,,,,,600,"4,492",16,169,,,
20240831,80101,52,9,252,223,,,,,,550,"16,792",118,113,,,
20240831,80102,0,149,192,189,,,,0,402,196,460,17,34,,,
20240831,80103,88,180,161,153,,,,,,304,978,14,119,,,
20240831,80104,0,11,332,287,,,,,,367,"5,159",59,137,,,
20240831,80105,400,224,587,527,,,,,,"1,071","8,229",105,261,1,555,401
20240831,80106,244,88,506,446,,,,,,899,"7,045",90,240,,,
20240831,80107,16,24,52,51,,,,,,31,816,6,11,,,
20240831,80108,,,25,23,,,,,,21,"6,874",31,29,,,
20240831,80201,0,99,374,366,,,,,,333,"1,189",27,78,1,263,128
20240831,80202,0,84,212,211,,,,,,262,156,7,25,,,
20240831,80203,0,105,214,209,,,,,,282,260,14,41,,,
20240831,80204,0,69,64,63,,,,,,96,78,5,19,,,
20240831,80205,88,183,672,661,,,,,,606,"1,232",38,92,,,
20240831,80206,0,78,204,203,,,,0,365,330,461,24,26,1,290,185
20240831,80207,0,63,282,279,,,,0,400,264,814,11,64,,,
20240831,80301,92,443,617,598,,,,0,403,931,"4,708",49,136,,,
20240831,80302,0,245,358,349,,,,,,761,"1,432",27,55,,,
20240831,80303,24,121,20,19,,,,,,83,274,6,11,,,
20240831,80304,0,122,313,307,,,,0,400,507,588,29,53,1,586,167
20240831,80305,0,100,311,301,,,,,,448,976,22,44,1,1090,592
20240831,80306,0,131,381,373,,,,,,751,"1,499",36,115,1,,
20240831,80307,0,110,131,129,,,,,,263,484,14,91,,,
20240831,80308,24,134,133,131,,,,,,157,484,12,35,,,
20240831,80309,0,88,106,103,,,,,,312,394,9,34,,,
20240831,80401,260,444,605,590,,,,,,687,"3,794",62,87,,,
20240831,80402,28,76,184,182,,,,0,360,279,636,12,28,,,
20240831,80403,68,107,336,330,,,,,,435,"1,064",25,78,,,
20240831,80404,0,302,731,714,,,,0,891,687,"1,125",48,94,1,898,299
20240831,80405,36,333,496,482,,,,,,593,"1,729",36,97,1,1174,704
20240831,80406,32,99,315,305,,,,0,450,392,864,22,37,1,353,246
20240831,80407,24,123,77,69,,,,,,276,461,23,31,,,
20240831,80408,0,110,225,219,,,,,,654,"1,725",73,208,,,
20240831,80501,48,281,718,702,"1,640",,2,400,0,887,"1,914",57,111,1,171,90
20240831,80502,0,253,484,478,,,,0,448,556,728,43,39,1,466,408
20240831,80503,0,120,422,414,,,,0,457,451,912,37,43,2,"1,982",1284
20240831,80504,0,32,118,120,,,,,,266,350,17,26,1,1168,414
20240831,80505,0,202,322,321,,,,0,853,523,"1,198",34,53,1,560,522
20240831,80506,16,0,86,82,"1,640",,2,400,0,169,150,8,19,,,
20240831,80507,16,90,241,237,"2,768",,4,900,0,280,427,20,27,1,165,141
20240831,80508,0,91,216,214,"1,640",,2,400,0,296,419,20,18,2,"2,483",1231
20240831,80601,120,661,"1,872","1,773",,,,,,"2,855","9,662",162,335,1,"1,861",1287
20240831,80602,24,90,289,289,,,,,,399,529,25,63,,,
20240831,80603,0,100,212,209,,,,,,283,"1,076",31,49,1,688,345
20240831,80604,0,200,430,423,,,,,,849,"1,013",38,54,,,
20240831,80605,68,110,675,673,,,,,,578,"1,101",34,72,1,841,678
20240831,80606,0,95,227,222,,,,,,560,508,26,53,1,530,156
20240831,80607,0,125,90,88,,,,,,315,214,9,22,,,
20240831,80608,32,80,182,181,,,,,,466,613,19,66,1,1732,531
20240831,80701,0,538,"1,187","1,175","1,640",,2,400,0,"1,785","6,164",84,135,4,"1,633",759
20240831,80702,0,200,510,509,,,,0,425,491,851,21,39,1,352,253
20240831,80703,0,289,530,524,"1,640",,2,400,0,607,"1,429",33,34,1,381,271
20240831,80704,0,407,705,694,,,,,,954,"1,444",43,71,1,914,616
20240831,80705,0,440,"1,288","1,272","1,640",,2,400,482,956,"2,131",61,81,3,1929,1086
20240831,80706,0,153,506,484,,,,0,404,626,803,31,45,,,
20240831,80707,0,192,413,406,"1,640",,2,400,0,350,692,24,21,,,
20240831,80708,0,362,441,426,,,,,,880,"1,615",37,45,2,"1,797","1,400"
20240831,80801,0,456,"1,257","1,178",,,,,,"1,355","7,146",80,130,,,
20240831,80802,0,10,48,48,,,,,,103,110,5,7,1,,
20240831,80803,0,374,602,594,,,,0,400,"1,332","1,183",76,100,2,827,626
20240831,80804,0,6,34,34,,,,,,165,143,9,19,,,
20240831,80805,0,115,481,473,,,,,,543,"1,516",37,38,,,
20240831,80806,0,95,247,247,,,,,,398,351,20,40,,,
20240831,80807,,,88,88,,,,,,196,188,20,16,1,472,265
20240831,80808,0,11,32,29,,,,,,311,338,14,20,,,
20240831,80901,0,203,146,134,,,,,,891,"4,982",47,242,,,
20240831,80902,56,394,524,514,,,,0,400,"1,382","4,107",150,237,1,494,315
20240831,80903,0,16,60,57,,,,,,306,556,18,54,,,
20240831,80904,0,112,123,122,,,,,,375,566,23,73,,,
20240831,80905,0,101,229,226,,,,,,330,630,24,69,,,
20240831,80906,0,250,252,245,"1,844",,2,450,0,635,"1,385",65,178,1,692,576
20240831,80907,247,468,552,538,,,,0,400,468,"3,282",50,105,1,477,359
20240831,80908,0,91,252,249,,,,,,581,774,33,50,,,
20240831,80909,0,90,562,555,,,,,,"1,139","1,370",56,148,,,
20240831,80910,431,382,808,786,,,,0,390,682,"6,442",83,128,,,
20240831,80911,0,99,413,409,"1,640",,2,400,0,380,773,27,69,,,
20240831,80912,0,89,122,118,,,,,,94,417,9,22,,,
20240831,80913,72,57,161,156,,,,,,82,788,23,18,,,
20240831,80914,0,267,338,330,,,,,,296,"5,324",73,88,2,1050,747
20240831,80915,0,168,266,256,,,,,,197,"1,495",41,50,,,
20240831,80916,,,94,95,,,,,,64,678,11,5,,,
20240831,80917,0,76,110,107,,,,,,109,840,19,25,,,
