fecha,ubigeo,cunamas_diurno,cunamas_familias,juntos_afiliados,juntos_abonados,foncodes_usuarios,foncodes_proyectos_culminados,foncodes_proyectos_ejecucion,haku_winay_ejecucion,haku_winay_culminados,pension65_usuarios,qali_warma_ninos,qali_warma_instituciones,contigo_usuarios,pais_tambos,pais_atenciones,pais_beneficiarios
20240831,30215,100.0,284.0,654.0,634.0,1640.0,,2.0,400.0,0.0,954.0,1878.0,44.0,89.0,,,
20240831,30216,204.0,639.0,1142.0,1123.0,,,,,,1356.0,4710.0,70.0,105.0,,,
20240831,30217,0.0,54.0,189.0,187.0,,,,0.0,200.0,212.0,258.0,19.0,25.0,1.0,482.0,271.0
20240831,30218,56.0,103.0,442.0,438.0,,,,,,541.0,576.0,24.0,48.0,,,
20240831,30219,0.0,36.0,132.0,132.0,1640.0,,2.0,400.0,0.0,322.0,297.0,11.0,31.0,,,
20240831,30220,0.0,113.0,545.0,544.0,,,,0.0,400.0,227.0,863.0,17.0,29.0,,,
20240831,30301,47.0,0.0,281.0,275.0,,,,,,327.0,482.0,18.0,77.0,1.0,1888.0,641.0
20240831,30302,0.0,25.0,40.0,40.0,,,,,,52.0,85.0,3.0,17.0,,,
20240831,30303,0.0,50.0,161.0,158.0,,,,,,153.0,414.0,11.0,42.0,,,
20240831,30304,0.0,48.0,161.0,161.0,,,,0.0,400.0,263.0,299.0,12.0,48.0,1.0,494.0,224.0
20240831,30305,54.0,0.0,253.0,246.0,,,,,,193.0,625.0,13.0,19.0,,,
20240831,30306,0.0,45.0,90.0,86.0,,,,,,105.0,157.0,7.0,37.0,,,
20240831,30307,0.0,38.0,130.0,127.0,,,,0.0,448.0,179.0,165.0,9.0,43.0,1.0,457.0,231.0
20240831,30401,86.0,62.0,192.0,183.0,,,,,,242.0,905.0,17.0,46.0,,,
20240831,30402,0.0,13.0,43.0,43.0,,,,0.0,224.0,54.0,66.0,7.0,5.0,,,
20240831,30403,0.0,27.0,73.0,73.0,,,,,,148.0,110.0,4.0,10.0,,,
20240831,30404,0.0,112.0,181.0,181.0,,,,0.0,425.0,295.0,307.0,12.0,43.0,1.0,233.0,133.0
20240831,30405,0.0,9.0,63.0,64.0,,,,0.0,195.0,98.0,75.0,3.0,6.0,,,
20240831,30406,0.0,123.0,151.0,149.0,,,,0.0,536.0,246.0,617.0,19.0,23.0,,,
20240831,30407,0.0,4.0,22.0,21.0,,,,,,72.0,36.0,4.0,3.0,,,
20240831,30408,0.0,12.0,72.0,68.0,,,,,,113.0,95.0,10.0,10.0,,,
20240831,30409,0.0,86.0,177.0,174.0,,,,0.0,400.0,269.0,272.0,15.0,26.0,,,
20240831,30410,0.0,18.0,93.0,91.0,,,,0.0,400.0,174.0,114.0,8.0,26.0,,,
20240831,30411,0.0,29.0,72.0,70.0,,,,,,94.0,113.0,5.0,19.0,,,
20240831,30412,0.0,28.0,77.0,76.0,,,,0.0,224.0,156.0,106.0,7.0,12.0,,,
20240831,30413,0.0,10.0,76.0,76.0,,,,,,111.0,95.0,4.0,10.0,1.0,312.0,218.0
20240831,30414,0.0,74.0,188.0,182.0,1640.0,,2.0,400.0,0.0,240.0,272.0,18.0,27.0,1.0,423.0,246.0
20240831,30415,0.0,38.0,203.0,199.0,,,,,,415.0,449.0,13.0,43.0,,,
20240831,30416,0.0,57.0,105.0,102.0,,,,0.0,295.0,210.0,229.0,12.0,19.0,,,
20240831,30417,0.0,49.0,83.0,82.0,,,,,,178.0,108.0,7.0,15.0,1.0,966.0,529.0
20240831,30501,0.0,509.0,1242.0,1203.0,,,,0.0,470.0,808.0,2867.0,79.0,114.0,1.0,305.0,181.0
20240831,30502,0.0,157.0,434.0,432.0,,,,0.0,369.0,485.0,635.0,28.0,48.0,2.0,880.0,519.0
20240831,30503,0.0,404.0,858.0,838.0,,,,0.0,974.0,650.0,1931.0,52.0,61.0,1.0,352.0,233.0
20240831,30504,0.0,230.0,991.0,963.0,,,,0.0,800.0,1103.0,2315.0,70.0,80.0,1.0,423.0,205.0
20240831,30505,0.0,338.0,752.0,732.0,,,,0.0,450.0,635.0,1496.0,54.0,92.0,2.0,1999.0,720.0
20240831,30506,22.0,421.0,841.0,820.0,,,,0.0,400.0,568.0,3880.0,80.0,33.0,1.0,500.0,335.0
20240831,30601,44.0,187.0,458.0,451.0,,,,0.0,210.0,435.0,1459.0,34.0,98.0,1.0,256.0,140.0
20240831,30602,187.0,194.0,939.0,932.0,,,,0.0,210.0,1002.0,2473.0,41.0,126.0,,,
20240831,30603,0.0,80.0,204.0,200.0,1640.0,,2.0,400.0,0.0,248.0,439.0,17.0,28.0,,,
20240831,30604,20.0,241.0,540.0,527.0,,,,0.0,400.0,683.0,1617.0,43.0,179.0,1.0,661.0,347.0
20240831,30605,0.0,270.0,890.0,875.0,0.0,2.0,,0.0,400.0,805.0,1425.0,42.0,133.0,1.0,238.0,202.0
20240831,30606,164.0,33.0,269.0,260.0,,,,0.0,400.0,335.0,411.0,21.0,44.0,,,
20240831,30607,0.0,100.0,302.0,297.0,1640.0,,2.0,400.0,0.0,256.0,573.0,18.0,43.0,1.0,373.0,275.0
20240831,30608,0.0,210.0,467.0,451.0,,,,0.0,400.0,370.0,988.0,26.0,33.0,,,
20240831,30609,0.0,79.0,400.0,392.0,,,,0.0,400.0,302.0,750.0,16.0,80.0,1.0,313.0,257.0
20240831,30610,,,252.0,249.0,,,,,,187.0,311.0,6.0,29.0,,,
20240831,30611,0.0,67.0,137.0,126.0,1968.0,,2.0,480.0,0.0,109.0,262.0,8.0,25.0,,,
20240831,30612,29.0,42.0,90.0,91.0,,,,,,69.0,240.0,4.0,11.0,,,
20240831,30701,56.0,56.0,409.0,407.0,,,,,,504.0,1206.0,32.0,74.0,1.0,737.0,390.0
20240831,30702,0.0,60.0,239.0,234.0,,,,0.0,400.0,250.0,251.0,20.0,30.0,1.0,517.0,281.0
20240831,30703,0.0,60.0,286.0,276.0,1640.0,,2.0,400.0,416.0,533.0,484.0,42.0,66.0,1.0,737.0,567.0
20240831,30704,0.0,38.0,173.0,173.0,,,,,,156.0,205.0,18.0,30.0,,,
20240831,30705,,,57.0,56.0,,,,,,123.0,76.0,4.0,7.0,1.0,542.0,341.0
20240831,30706,0.0,8.0,75.0,72.0,,,,0.0,448.0,96.0,93.0,8.0,23.0,,,
20240831,30707,0.0,27.0,80.0,79.0,,,,0.0,190.0,113.0,99.0,10.0,20.0,,,
20240831,30708,0.0,226.0,396.0,384.0,,,,,,224.0,1045.0,36.0,36.0,,,
20240831,30709,,,22.0,22.0,,,,,,34.0,29.0,2.0,2.0,,,
20240831,30710,0.0,19.0,53.0,53.0,,,,0.0,110.0,96.0,62.0,4.0,12.0,,,
20240831,30711,,,53.0,53.0,,,,0.0,114.0,88.0,62.0,2.0,11.0,,,
20240831,30712,18.0,0.0,69.0,69.0,,,,,,136.0,267.0,6.0,9.0,,,
20240831,30713,0.0,31.0,70.0,68.0,,,,,,85.0,100.0,2.0,10.0,,,
20240831,30714,0.0,54.0,151.0,148.0,,,,0.0,360.0,139.0,185.0,10.0,25.0,,,
20240831,40101,,,9.0,7.0,,,,,,19.0,3511.0,32.0,6.0,,,
20240831,40102,180.0,0.0,233.0,197.0,,,,,,265.0,5582.0,55.0,131.0,,,
20240831,40103,223.0,0.0,322.0,284.0,,,,,,454.0,6692.0,58.0,97.0,,,
20240831,40104,232.0,0.0,970.0,744.0,,,,,,1112.0,14494.0,134.0,218.0,,,
20240831,40105,,,45.0,37.0,,,,,,79.0,686.0,11.0,13.0,,,
20240831,40106,,,19.0,17.0,,,,,,163.0,294.0,11.0,5.0,,,
20240831,40107,164.0,0.0,78.0,61.0,,,,,,218.0,3516.0,24.0,66.0,,,
20240831,40108,152.0,0.0,276.0,244.0,,,,,,467.0,4969.0,59.0,177.0,,,
20240831,40109,196.0,0.0,273.0,231.0,,,,,,180.0,5226.0,42.0,74.0,,,
20240831,40110,72.0,0.0,89.0,77.0,,,,,,162.0,3064.0,28.0,53.0,,,
20240831,40111,0.0,48.0,37.0,33.0,,,,,,67.0,270.0,9.0,19.0,,,
20240831,40112,308.0,0.0,285.0,247.0,,,,,,375.0,10411.0,95.0,82.0,,,
20240831,40113,,,1.0,1.0,,,,,,25.0,25.0,5.0,,,,
20240831,40114,,,4.0,4.0,,,,,,24.0,105.0,10.0,1.0,,,
20240831,40115,0.0,25.0,25.0,24.0,,,,,,105.0,103.0,7.0,19.0,,,
20240831,40116,,,5.0,7.0,,,,,,67.0,446.0,5.0,4.0,,,
20240831,40117,100.0,0.0,49.0,38.0,,,,,,171.0,1407.0,20.0,28.0,,,
20240831,40118,,,10.0,10.0,,,,,,39.0,194.0,6.0,3.0,,,
20240831,40119,,,68.0,64.0,,,,,,148.0,116.0,7.0,6.0,,,
20240831,40120,,,9.0,9.0,,,,,,57.0,67.0,8.0,5.0,,,
20240831,40121,44.0,0.0,106.0,95.0,,,,,,121.0,1180.0,6.0,33.0,,,
20240831,40122,152.0,0.0,151.0,136.0,,,,,,331.0,5590.0,42.0,101.0,,,
20240831,40123,88.0,0.0,59.0,51.0,,,,,,130.0,1770.0,22.0,13.0,,,
20240831,40124,56.0,0.0,31.0,28.0,,,,,,52.0,1168.0,14.0,36.0,,,
20240831,40125,24.0,0.0,24.0,22.0,,,,,,65.0,278.0,10.0,11.0,,,
20240831,40126,,,3.0,3.0,,,,,,14.0,954.0,7.0,,,,
20240831,40127,,,12.0,10.0,,,,,,45.0,534.0,6.0,,,,
20240831,40128,322.0,59.0,392.0,315.0,,,,,,406.0,4479.0,39.0,82.0,,,
20240831,40129,,,36.0,23.0,,,,,,66.0,3583.0,22.0,11.0,,,
20240831,40201,,,38.0,35.0,,,,,,137.0,2592.0,16.0,33.0,,,
20240831,40202,40.0,0.0,35.0,32.0,,,,,,84.0,369.0,6.0,19.0,,,
20240831,40203,0.0,140.0,59.0,51.0,,,,,,27.0,1542.0,12.0,5.0,,,
20240831,40204,52.0,0.0,100.0,98.0,,,,,,152.0,776.0,10.0,34.0,,,
20240831,40205,100.0,0.0,56.0,53.0,,,,,,128.0,707.0,9.0,36.0,,,
20240831,40206,,,29.0,26.0,,,,,,126.0,488.0,14.0,11.0,,,
20240831,40207,,,5.0,4.0,,,,,,8.0,165.0,2.0,1.0,,,
20240831,40208,98.0,0.0,128.0,118.0,,,,,,288.0,1961.0,26.0,69.0,,,
20240831,40301,,,78.0,68.0,,,,,,99.0,883.0,5.0,15.0,,,
20240831,40302,,,37.0,31.0,,,,,,84.0,882.0,15.0,15.0,,,
20240831,40303,,,45.0,41.0,,,,,,63.0,711.0,6.0,21.0,,,
20240831,40304,,,2.0,2.0,,,,,,25.0,100.0,5.0,,,,
20240831,40305,,,51.0,41.0,,,,,,63.0,492.0,6.0,9.0,,,
20240831,40306,,,57.0,53.0,1640.0,,2.0,400.0,0.0,92.0,63.0,8.0,,1.0,198.0,80.0
20240831,40307,0.0,29.0,67.0,55.0,,,,,,97.0,358.0,3.0,19.0,,,
20240831,40308,,,6.0,5.0,,,,,,47.0,647.0,12.0,4.0,,,
20240831,40309,0.0,101.0,25.0,22.0,,,,,,47.0,534.0,7.0,6.0,,,
20240831,40310,,,23.0,17.0,,,,,,58.0,297.0,4.0,3.0,,,
20240831,40311,,,6.0,7.0,,,,,,44.0,182.0,1.0,2.0,,,
20240831,40312,,,10.0,9.0,,,,,,70.0,359.0,12.0,3.0,,,
20240831,40313,,,24.0,19.0,,,,,,55.0,355.0,2.0,10.0,,,
20240831,40401,72.0,52.0,108.0,99.0,,,,,,311.0,1368.0,27.0,46.0,,,
20240831,40402,,,65.0,63.0,918.0,,2.0,400.0,0.0,141.0,142.0,6.0,4.0,,,
20240831,40403,,,4.0,3.0,,,,,,49.0,24.0,3.0,,,,
20240831,40404,,,110.0,105.0,3.0,1.0,,,,147.0,370.0,13.0,6.0,3.0,1671.0,685.0
20240831,40405,,,18.0,17.0,,,,,,55.0,128.0,5.0,5.0,,,
20240831,40406,,,41.0,39.0,,,,,,156.0,92.0,12.0,,,,
20240831,40407,16.0,0.0,7.0,6.0,,,,,,46.0,107.0,2.0,17.0,,,
20240831,40408,,,9.0,8.0,,,,,,107.0,59.0,5.0,5.0,,,
20240831,40409,,,85.0,80.0,,,,,,185.0,780.0,15.0,29.0,,,
20240831,40410,0.0,41.0,16.0,14.0,,,,,,115.0,270.0,8.0,12.0,,,
20240831,40411,,,1.0,1.0,,,,,,49.0,48.0,5.0,1.0,,,
20240831,40412,,,7.0,7.0,,,,,,22.0,9.0,2.0,,,,
20240831,40413,32.0,7.0,53.0,52.0,,,,,,157.0,640.0,24.0,19.0,,,
20240831,40414,,,12.0,12.0,,,,,,139.0,146.0,10.0,4.0,1.0,665.0,297.0
20240831,40501,120.0,0.0,56.0,53.0,,,,,,272.0,1136.0,10.0,22.0,1.0,438.0,126.0
20240831,40502,,,12.0,11.0,,,,,,92.0,109.0,3.0,4.0,,,
20240831,40503,,,17.0,16.0,,,,,,140.0,320.0,7.0,2.0,,,
20240831,40504,0.0,5.0,50.0,47.0,,,,,,154.0,178.0,8.0,9.0,1.0,492.0,227.0
20240831,40505,0.0,81.0,169.0,159.0,,,,,,151.0,759.0,19.0,10.0,1.0,536.0,300.0
20240831,40506,16.0,0.0,17.0,12.0,,,,0.0,260.0,90.0,222.0,5.0,2.0,,,
20240831,40507,,,36.0,36.0,,,,,,86.0,73.0,3.0,5.0,,,
20240831,40508,,,17.0,15.0,1639.0,,2.0,400.0,0.0,149.0,125.0,6.0,6.0,,,
20240831,40509,12.0,0.0,10.0,10.0,,,,0.0,140.0,78.0,43.0,2.0,1.0,,,
20240831,40510,16.0,2.0,28.0,27.0,,,,,,139.0,110.0,2.0,4.0,,,
20240831,40511,,,39.0,36.0,,,,,,147.0,94.0,7.0,3.0,1.0,415.0,239.0
20240831,40512,,,1.0,1.0,,,,,,128.0,62.0,2.0,3.0,,,
20240831,40513,,,5.0,5.0,,,,,,88.0,57.0,2.0,8.0,,,
20240831,40514,,,45.0,41.0,,,,,,85.0,125.0,7.0,3.0,1.0,826.0,283.0
20240831,40515,0.0,12.0,40.0,39.0,,,,,,72.0,92.0,4.0,1.0,,,
20240831,40516,,,29.0,29.0,,,,,,71.0,72.0,9.0,2.0,1.0,369.0,100.0
20240831,40517,,,90.0,83.0,,,,,,173.0,130.0,12.0,1.0,2.0,932.0,490.0
20240831,40518,12.0,1.0,11.0,11.0,,,,,,76.0,78.0,2.0,1.0,,,
20240831,40519,12.0,0.0,24.0,23.0,,,,,,214.0,391.0,7.0,4.0,1.0,1351.0,380.0
20240831,40520,303.0,384.0,1081.0,888.0,,,,,,796.0,11856.0,91.0,287.0,,,
20240831,40601,0.0,41.0,75.0,65.0,,,,,,290.0,565.0,15.0,20.0,,,
20240831,40602,,,4.0,4.0,,,,,,75.0,45.0,5.0,1.0,1.0,320.0,212.0
20240831,40603,,,197.0,185.0,,,,0.0,400.0,182.0,430.0,18.0,17.0,2.0,1441.0,526.0
20240831,40604,,,26.0,26.0,,,,,,136.0,62.0,6.0,1.0,,,
20240831,40605,,,8.0,8.0,,,,,,75.0,70.0,5.0,4.0,,,
20240831,40606,,,9.0,9.0,,,,,,89.0,867.0,11.0,,,,
20240831,40607,,,7.0,4.0,,,,,,117.0,53.0,6.0,,,,
20240831,40608,0.0,94.0,54.0,42.0,,,,,,271.0,910.0,16.0,,,,
20240831,40701,32.0,0.0,99.0,83.0,,,,,,200.0,1887.0,19.0,95.0,,,
20240831,40702,100.0,0.0,84.0,81.0,,,,,,191.0,1202.0,23.0,53.0,,,
20240831,40703,104.0,0.0,49.0,46.0,,,,,,122.0,756.0,11.0,23.0,,,
20240831,40704,44.0,0.0,91.0,78.0,,,,,,70.0,736.0,8.0,29.0,,,
20240831,40705,,,1.0,1.0,,,,,,27.0,176.0,2.0,1.0,,,
20240831,40706,80.0,0.0,89.0,84.0,,,,,,223.0,831.0,10.0,56.0,,,
20240831,40801,0.0,57.0,47.0,42.0,,,,,,190.0,967.0,12.0,3.0,,,
20240831,40802,0.0,11.0,150.0,144.0,1640.0,,2.0,400.0,370.0,201.0,421.0,11.0,9.0,,,
20240831,40803,,,61.0,57.0,,,,,,89.0,104.0,5.0,1.0,,,
20240831,40804,0.0,18.0,138.0,134.0,,,,0.0,411.0,100.0,299.0,17.0,2.0,,,
20240831,40805,0.0,8.0,101.0,93.0,,,,0.0,382.0,143.0,210.0,20.0,3.0,,,
20240831,40806,0.0,20.0,232.0,216.0,,,,0.0,397.0,200.0,453.0,22.0,2.0,,,
20240831,40807,,,12.0,8.0,,,,,,58.0,10.0,3.0,3.0,,,
20240831,40808,0.0,9.0,24.0,24.0,,,,,,47.0,40.0,6.0,2.0,,,
20240831,40809,0.0,10.0,28.0,26.0,,,,,,42.0,55.0,2.0,2.0,,,
20240831,40810,,,12.0,12.0,,,,,,59.0,264.0,5.0,3.0,,,
20240831,40811,,,31.0,30.0,,,,,,106.0,46.0,9.0,2.0,,,
20240831,50101,835.0,352.0,965.0,872.0,,,,,,1569.0,15359.0,85.0,249.0,1.0,1142.0,698.0
20240831,50102,0.0,395.0,674.0,660.0,0.0,2.0,,0.0,800.0,727.0,1663.0,46.0,95.0,1.0,820.0,695.0
20240831,50103,45.0,188.0,487.0,472.0,0.0,1.0,,0.0,600.0,418.0,1050.0,25.0,62.0,1.0,1108.0,573.0
20240831,50104,164.0,29.0,450.0,424.0,,,,,,925.0,3942.0,31.0,175.0,,,
20240831,50105,0.0,225.0,555.0,552.0,0.0,2.0,,0.0,400.0,556.0,909.0,37.0,75.0,1.0,1252.0,870.0
20240831,50106,0.0,162.0,545.0,538.0,1640.0,,2.0,400.0,0.0,680.0,1130.0,39.0,106.0,1.0,759.0,416.0
20240831,50107,0.0,118.0,233.0,234.0,,,,,,231.0,704.0,10.0,36.0,,,
20240831,50108,28.0,133.0,370.0,372.0,,,,0.0,400.0,604.0,1033.0,29.0,82.0,,,
20240831,50109,0.0,52.0,159.0,157.0,,,,0.0,412.0,275.0,308.0,22.0,18.0,,,
20240831,50110,200.0,50.0,677.0,615.0,,,,,,862.0,5891.0,38.0,218.0,,,
20240831,50111,0.0,32.0,46.0,46.0,1640.0,,2.0,400.0,0.0,216.0,158.0,10.0,18.0,1.0,926.0,530.0
20240831,50112,56.0,121.0,487.0,479.0,1640.0,,2.0,400.0,541.0,833.0,944.0,43.0,88.0,1.0,741.0,275.0
20240831,50113,0.0,291.0,438.0,425.0,0.0,1.0,,0.0,700.0,493.0,1270.0,35.0,64.0,,,
20240831,50114,54.0,458.0,1420.0,1383.0,1968.0,,2.0,480.0,523.0,1332.0,2609.0,103.0,134.0,3.0,3601.0,1668.0
20240831,50115,116.0,117.0,402.0,364.0,,,,,,429.0,2104.0,16.0,79.0,,,
20240831,50116,56.0,467.0,291.0,261.0,,,,,,443.0,3014.0,17.0,123.0,,,
20240831,50201,60.0,73.0,441.0,437.0,,,,,,778.0,1207.0,39.0,100.0,,,
20240831,50202,56.0,107.0,728.0,715.0,,,,0.0,1188.0,784.0,1258.0,38.0,121.0,1.0,1285.0,792.0
20240831,50203,56.0,236.0,809.0,801.0,1640.0,,2.0,400.0,0.0,910.0,2113.0,45.0,130.0,2.0,2019.0,1228.0
20240831,50204,0.0,114.0,265.0,262.0,1640.0,,2.0,400.0,0.0,259.0,377.0,15.0,52.0,,,
20240831,50205,0.0,198.0,427.0,421.0,1640.0,,2.0,400.0,0.0,499.0,906.0,37.0,64.0,3.0,2247.0,1462.0
20240831,50206,0.0,84.0,283.0,283.0,,,,0.0,400.0,418.0,571.0,20.0,42.0,1.0,804.0,605.0
20240831,50301,51.0,0.0,157.0,159.0,,,,,,276.0,531.0,6.0,55.0,,,
20240831,50302,0.0,52.0,130.0,128.0,,,,0.0,400.0,226.0,203.0,12.0,44.0,1.0,1646.0,831.0
20240831,50303,0.0,60.0,99.0,98.0,,,,,,221.0,157.0,10.0,39.0,1.0,763.0,505.0
20240831,50304,0.0,94.0,197.0,195.0,,,,0.0,400.0,251.0,312.0,19.0,39.0,1.0,547.0,467.0
20240831,50401,241.0,668.0,1815.0,1705.0,0.0,2.0,,0.0,400.0,2422.0,7875.0,80.0,320.0,,,
20240831,50402,0.0,50.0,151.0,148.0,,,,0.0,400.0,184.0,265.0,11.0,27.0,,,
20240831,50403,64.0,38.0,329.0,324.0,,,,0.0,400.0,559.0,782.0,21.0,71.0,1.0,1696.0,1178.0
20240831,50404,0.0,115.0,290.0,286.0,0.0,2.0,,0.0,400.0,362.0,405.0,15.0,46.0,,,
20240831,50405,0.0,311.0,485.0,466.0,0.0,2.0,,0.0,800.0,702.0,1062.0,29.0,89.0,,,
20240831,50406,0.0,163.0,413.0,407.0,,,,0.0,412.0,316.0,849.0,37.0,49.0,1.0,781.0,711.0
20240831,50407,60.0,380.0,689.0,677.0,,,,0.0,723.0,558.0,2648.0,79.0,30.0,,,
20240831,50408,80.0,310.0,606.0,576.0,,,,0.0,400.0,389.0,2743.0,60.0,80.0,,,
20240831,50409,0.0,176.0,235.0,231.0,,,,,,134.0,1407.0,23.0,28.0,,,
20240831,50410,0.0,88.0,408.0,396.0,0.0,2.0,,0.0,800.0,322.0,830.0,42.0,40.0,2.0,2132.0,759.0
20240831,50411,0.0,143.0,334.0,320.0,,,,0.0,400.0,216.0,595.0,35.0,39.0,1.0,557.0,383.0
20240831,50412,0.0,88.0,300.0,296.0,,,,0.0,400.0,173.0,561.0,14.0,46.0,,,
20240831,50413,,,24.0,23.0,,,,,,47.0,31.0,4.0,9.0,,,
20240831,50501,0.0,343.0,626.0,616.0,,,,0.0,370.0,687.0,2318.0,52.0,108.0,1.0,1614.0,491.0
20240831,50502,0.0,320.0,507.0,493.0,,,,0.0,328.0,508.0,1405.0,66.0,73.0,1.0,517.0,311.0
20240831,50503,60.0,180.0,498.0,483.0,,,,0.0,400.0,438.0,2842.0,42.0,34.0,,,
20240831,50504,0.0,58.0,152.0,149.0,,,,,,252.0,375.0,16.0,35.0,,,
20240831,50505,0.0,223.0,496.0,485.0,1640.0,,2.0,400.0,800.0,319.0,1027.0,47.0,105.0,,,
20240831,50506,0.0,54.0,150.0,150.0,,,,,,166.0,245.0,12.0,32.0,,,
20240831,50507,108.0,280.0,566.0,544.0,,,,0.0,400.0,600.0,2939.0,52.0,166.0,,,
20240831,50508,92.0,324.0,904.0,884.0,,,,0.0,200.0,1118.0,3148.0,64.0,135.0,,,
20240831,50509,52.0,218.0,553.0,544.0,,,,,,449.0,2112.0,34.0,188.0,1.0,3422.0,985.0
20240831,50510,0.0,259.0,443.0,436.0,0.0,2.0,,0.0,400.0,248.0,1147.0,35.0,39.0,,,
20240831,50511,0.0,49.0,147.0,144.0,,,,,,109.0,226.0,20.0,11.0,,,
20240831,50512,0.0,44.0,152.0,156.0,,,,,,141.0,736.0,20.0,9.0,,,
20240831,50513,0.0,71.0,165.0,161.0,,,,,,116.0,554.0,14.0,47.0,,,
20240831,50514,0.0,37.0,146.0,144.0,,,,,,180.0,466.0,13.0,24.0,,,
20240831,50515,0.0,46.0,122.0,121.0,,,,,,150.0,423.0,12.0,16.0,,,
20240831,50601,220.0,169.0,542.0,533.0,,,,0.0,442.0,870.0,3471.0,34.0,70.0,,,
20240831,50602,0.0,51.0,116.0,117.0,,,,0.0,880.0,422.0,237.0,17.0,33.0,1.0,11.0,11.0
20240831,50603,0.0,27.0,47.0,48.0,,,,0.0,358.0,128.0,228.0,5.0,19.0,,,
20240831,50604,0.0,41.0,60.0,58.0,,,,,,164.0,266.0,5.0,10.0,,,
20240831,50605,0.0,100.0,136.0,135.0,,,,,,219.0,499.0,17.0,10.0,,,
20240831,50606,0.0,64.0,178.0,170.0,72.0,1.0,,0.0,410.0,378.0,557.0,32.0,29.0,1.0,483.0,346.0
20240831,50607,0.0,16.0,86.0,85.0,,,,0.0,401.0,174.0,190.0,21.0,6.0,,,
20240831,50608,0.0,30.0,92.0,86.0,,,,,,203.0,198.0,19.0,3.0,,,
20240831,50609,,,21.0,21.0,,,,0.0,398.0,164.0,112.0,13.0,8.0,,,
20240831,50610,0.0,6.0,54.0,52.0,,,,,,108.0,134.0,17.0,,,,
20240831,50611,0.0,66.0,189.0,186.0,1640.0,,2.0,400.0,0.0,272.0,631.0,24.0,25.0,2.0,508.0,295.0
20240831,50612,0.0,80.0,150.0,145.0,,,,0.0,685.0,348.0,295.0,29.0,11.0,,,
20240831,50613,0.0,52.0,122.0,120.0,,,,0.0,680.0,214.0,253.0,23.0,31.0,,,
20240831,50614,,,8.0,8.0,,,,,,37.0,71.0,5.0,7.0,,,
20240831,50615,0.0,56.0,137.0,133.0,,,,0.0,430.0,221.0,388.0,16.0,10.0,1.0,683.0,148.0
20240831,50616,0.0,10.0,35.0,35.0,,,,,,48.0,81.0,7.0,6.0,,,
20240831,50617,0.0,32.0,260.0,258.0,,,,0.0,660.0,428.0,358.0,23.0,34.0,,,
20240831,50618,,,57.0,55.0,,,,0.0,400.0,150.0,122.0,16.0,6.0,1.0,1125.0,168.0
20240831,50619,0.0,140.0,194.0,191.0,,,,0.0,590.0,303.0,879.0,29.0,45.0,,,
20240831,50620,0.0,19.0,32.0,32.0,,,,,,91.0,66.0,2.0,3.0,,,
20240831,50621,,,40.0,36.0,,,,,,119.0,260.0,9.0,6.0,,,
20240831,50701,80.0,234.0,664.0,640.0,0.0,2.0,,0.0,800.0,835.0,3082.0,67.0,114.0,1.0,543.0,267.0
20240831,50702,0.0,58.0,112.0,108.0,,,,0.0,409.0,290.0,369.0,17.0,42.0,1.0,1192.0,194.0
20240831,50703,,,48.0,48.0,,,,0.0,427.0,87.0,130.0,16.0,10.0,,,
20240831,50704,0.0,10.0,43.0,42.0,,,,0.0,400.0,116.0,60.0,7.0,10.0,1.0,627.0,181.0
20240831,50705,0.0,303.0,200.0,193.0,,,,0.0,603.0,207.0,1552.0,27.0,10.0,,,
20240831,50706,0.0,48.0,88.0,86.0,,,,0.0,407.0,217.0,537.0,25.0,24.0,,,
20240831,50707,0.0,120.0,18.0,18.0,,,,,,49.0,82.0,9.0,7.0,,,
20240831,50708,0.0,18.0,115.0,109.0,,,,0.0,403.0,170.0,214.0,25.0,24.0,1.0,292.0,99.0
20240831,50801,0.0,33.0,135.0,132.0,,,,0.0,200.0,302.0,808.0,21.0,29.0,,,
20240831,50802,0.0,12.0,36.0,36.0,,,,0.0,190.0,71.0,59.0,7.0,7.0,,,
20240831,50803,0.0,10.0,41.0,41.0,,,,,,65.0,58.0,5.0,7.0,1.0,336.0,235.0
20240831,50804,,,134.0,133.0,,,,0.0,635.0,221.0,453.0,18.0,26.0,,,
20240831,50805,0.0,14.0,20.0,19.0,,,,,,100.0,91.0,6.0,2.0,1.0,399.0,311.0
20240831,50806,0.0,51.0,108.0,108.0,820.0,,2.0,400.0,200.0,105.0,227.0,9.0,9.0,1.0,379.0,219.0
20240831,50807,,,25.0,24.0,,,,,,77.0,54.0,4.0,7.0,1.0,847.0,225.0
20240831,50808,0.0,10.0,14.0,14.0,,,,,,64.0,56.0,6.0,6.0,,,
20240831,50809,0.0,10.0,11.0,11.0,,,,,,25.0,34.0,2.0,1.0,,,
20240831,50810,,,21.0,20.0,,,,0.0,176.0,68.0,57.0,5.0,10.0,,,
20240831,50901,0.0,79.0,131.0,129.0,,,,,,217.0,663.0,18.0,25.0,,,
20240831,50902,0.0,6.0,13.0,13.0,,,,,,39.0,27.0,2.0,14.0,,,
20240831,50903,0.0,16.0,41.0,40.0,984.0,,2.0,400.0,0.0,51.0,76.0,11.0,19.0,1.0,954.0,504.0
20240831,50904,0.0,39.0,46.0,45.0,,,,,,75.0,131.0,9.0,24.0,,,
20240831,50905,,,16.0,16.0,,,,,,47.0,50.0,6.0,12.0,1.0,130.0,49.0
